Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,Compound,Positive,Negative,Neutral,Sentimento
201,3,0,3,0,1,nastycopper money getting taller and bitches getting blurry,-0.6486,0.0,0.469,0.531,Negativo
20081,3,0,3,0,1,rt mayahampton i really do get excited to see my bad bitch association in lunch everyday they always make me laugh,-0.2585,0.212,0.247,0.541,Negativo
12109,3,0,3,0,1,in this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills i have,-0.3818,0.111,0.226,0.664,Negativo
24213,3,1,2,0,1,chubby hoes,0.0,0.0,0.0,1.0,Neutro
3777,3,3,0,0,0,sit down and stfu raghead hajihuntingpat,0.0,0.0,0.0,1.0,Neutro
22930,3,0,3,0,1,wait what in the mudda cunt hypocrisy,-0.4939,0.0,0.348,0.652,Negativo
2500,3,0,3,0,1,anellesofia i didnt call you a bitch i just saiddd bitch jeesh,0.7306,0.467,0.0,0.533,Positivo
3811,3,1,2,0,1,i know bout yo wack ass dreads nigger,-0.8807,0.0,0.718,0.282,Negativo
22080,3,0,3,0,1,the solution is simple buy a bitch,-0.3612,0.228,0.376,0.396,Negativo
3340,3,1,2,0,1,dallyjackson trefreedawg babe its the thought that countsbitch you a thot,0.0,0.0,0.0,1.0,Neutro
7870,3,0,3,0,1,all you bitches can keep getting jealous i loveeee ittttt,-0.7845,0.0,0.496,0.504,Negativo
14273,3,0,3,0,1,punch that hoe cause she deserve it,0.0,0.0,0.0,1.0,Neutro
17158,3,0,3,0,1,rt officialkingdre lightskin bitches crying they aint got no valentine bitch maybe you shouldve read some of them unreads msgs,-0.8724,0.066,0.376,0.558,Negativo
10527,3,0,3,0,1,i dont want no boof hoes or no burnt girls,0.3724,0.343,0.111,0.546,Positivo
650,3,0,3,0,1,im gonna rip that bitch apartrip what apartlol,-0.5859,0.0,0.352,0.648,Negativo
17984,3,0,3,0,1,rt tedofficialpage guy send me a pic of your pussy girl ok sends pic of pussyguy holy shit what dafuq i wanted to see the cat,-0.34,0.079,0.129,0.791,Negativo
18875,3,1,2,0,1,rt jeffhank versharky raycewarden bigjohnstudd fuck no id be gettin swole in there like everyday nigger,-0.8176,0.102,0.408,0.49,Negativo
7930,3,0,3,0,1,an if u aint a hoe get up out my trap hoooouusssee,-0.3182,0.0,0.204,0.796,Negativo
22115,3,0,3,0,1,them pretty nail bitches them bail you outta jail bitches,-0.6808,0.178,0.433,0.389,Negativo
17444,3,0,3,0,1,rt realbobbyjay if a mf really like theyll drop all their amp groupies and focus only on you,0.1102,0.139,0.117,0.744,Positivo
10714,3,1,2,0,1,i hate a wishy washy bitch,-0.8176,0.0,0.789,0.211,Negativo
4928,3,0,3,0,1,stonisnipezz people bitch because they lose an hour of sleep today but it evens out and we get more daylight,-0.5023,0.0,0.191,0.809,Negativo
149,3,0,2,1,1,itsyesie oomf is soooo cute but he probably has hoes on him a lot,0.25,0.143,0.0,0.857,Positivo
13886,3,1,0,2,2,oh snap im just realizing this skinny tranny is jared leto hes wo unrecognizable with all that weight loss geez,-0.3182,0.0,0.108,0.892,Negativo
9825,6,1,5,0,1,gotta watch these hoes,0.0,0.0,0.0,1.0,Neutro
2335,3,0,3,0,1,me tho this bitch wants to be included so fuckin baldly,-0.6705,0.0,0.31,0.69,Negativo
10841,3,0,3,0,1,i hope you wrapping it up give that pussy a break all them niggas you fuckin never been on a date,0.128,0.136,0.113,0.751,Positivo
22136,3,0,3,0,1,then yall idolize kanye when he wifed up a hoe lol,0.4215,0.237,0.0,0.763,Positivo
985,3,0,3,0,1,rt dammithamm loyal pussy,0.4767,0.508,0.0,0.492,Positivo
9007,3,0,3,0,1,do you expect me to be cute with you oh hell no im not a bitch cuteness gets you planted in a relationship a relationship youll hate,-0.7981,0.163,0.354,0.483,Negativo
12419,3,0,3,0,1,juss got this hoe free so why not lop p,0.5106,0.292,0.0,0.708,Positivo
22882,3,0,3,0,1,used to have a girlfriend now all i got is hoes,0.0,0.0,0.0,1.0,Neutro
4527,3,0,3,0,1,penguingraham yup he did like a straight bitch,-0.1027,0.361,0.311,0.328,Negativo
1316,3,1,2,0,1,i hope my future wife who ever she might be is sleeping or studying instead if being a hoe right nigga shutcho asss up,0.4404,0.121,0.0,0.879,Positivo
3306,3,0,3,0,1,them stop being a bitch and do it,-0.7184,0.0,0.545,0.455,Negativo
4122,3,0,3,0,1,mtalleywacker yes touch my bitch get ya shit knocked,-0.6908,0.168,0.46,0.373,Negativo
15431,3,0,0,3,2,rt dumbto polly want a cracker dumbto,0.0772,0.206,0.0,0.794,Positivo
8525,3,0,0,3,2,calling out teabaggers conservatives on their bs via youtube,0.0,0.0,0.0,1.0,Neutro
16010,3,0,2,1,1,rt imakittttyy made homemade chili and cornbread for dinner and watching supernatural with my fave boys happy saturday bitches,0.4019,0.249,0.147,0.604,Positivo
4420,3,1,2,0,1,notevanlarkin facetime me nigger,-0.6486,0.0,0.589,0.411,Negativo
23825,3,0,3,0,1,you just worried bout the bitches i got one girl and she my girl no one else can hit it,-0.8074,0.0,0.342,0.658,Negativo
11790,3,0,3,0,1,if i ever saw kendall jones in person id kill her on sight i hate that bitch more than anything in life,-0.9217,0.0,0.418,0.582,Negativo
8192,3,0,3,0,1,because i had to accept being called a bitch every time i asserted myself yesallwomen,-0.296,0.159,0.232,0.61,Negativo
12507,3,0,3,0,1,karma is a bitch so baby you will get yours,-0.5859,0.0,0.322,0.678,Negativo
20739,3,0,0,3,2,rt virleehol cbinflux well we sure as heck know how to read im reading the trash right now and almost everything ive heard on the,0.5267,0.161,0.0,0.839,Positivo
12660,3,1,2,0,1,let a bitch say i got a small dick on god ill whip that shit out and show everyone in the room what i got blessed,-0.8176,0.169,0.38,0.451,Negativo
15926,3,0,3,0,1,rt iexaminetitties too many bitches strictly rely on their looks cant bring nothing to the table but likes and an iphone,0.3071,0.147,0.097,0.755,Positivo
4206,3,0,3,0,1,michelleharnois dis bitch gots spunk,-0.5859,0.0,0.487,0.513,Negativo
22994,3,1,2,0,1,we dont play bitch theres no take backs,-0.0936,0.246,0.435,0.32,Negativo
3944,3,0,3,0,1,boi stop aint no hoes in the wardnever have been either thats why nobody knew where our hood wasaint no hoes,0.1471,0.157,0.092,0.751,Positivo
3832,3,0,3,0,1,jusdahl not nappy head hoe though,0.0,0.0,0.0,1.0,Neutro
24555,3,1,2,0,1,if you can fuck my bitch cause nigga im the shit ill salute ya,0.1779,0.316,0.289,0.395,Positivo
13887,3,0,3,0,1,oh so now bc we didnt cover u bitches wanna talk shit,-0.1164,0.2,0.229,0.572,Negativo
21211,3,0,3,0,1,she the reason im quick to dip out on a bitch,-0.5859,0.0,0.297,0.703,Negativo
24204,3,0,3,0,1,cause all my life i was told and taught i am not shit by you wack fucking giant sacks of lying dog shit now you shut up bitch,-0.3296,0.167,0.205,0.628,Negativo
23796,3,0,3,0,1,you girls needa stop with the edits damn near got catfished a week or two ago and the bitch keeps findin her way,-0.8271,0.0,0.314,0.686,Negativo
7642,3,0,3,0,1,a girlfriend would be cool but pussy is all they got nowadays,0.1655,0.142,0.0,0.858,Positivo
13249,3,0,3,0,1,music is the only bitch i put up with,-0.5859,0.0,0.352,0.648,Negativo
25247,3,0,3,0,1,yall pussies i swur,0.0,0.0,0.0,1.0,Neutro
17816,3,0,3,0,1,rt peace bitch,-0.0772,0.422,0.458,0.12,Negativo
25148,3,0,3,0,1,waaaaay too many niggas comfortable wit dressing up like ugly bitches for ig likes an reposts,-0.25,0.305,0.34,0.355,Negativo
13802,3,0,0,3,2,now i am seeing chatter among jihadi fans taking credit for an alledged kidnapping of a frenchman in algeria france,0.3818,0.133,0.0,0.867,Positivo
13215,3,0,0,3,2,monkey see monkey doo,0.0,0.0,0.0,1.0,Neutro
14406,3,0,0,3,2,rt black americans are worse off under bho well researched articlebound to elicit cries of uncle tom,-0.5719,0.096,0.265,0.639,Negativo
18027,3,0,3,0,1,rt thealexp yelled out come on bitch at myself by myself lifting weights as motivationthanks guys you always have my back,-0.5859,0.0,0.16,0.84,Negativo
3734,3,2,1,0,0,jaytwofly huh lol mad nigger is mad,-0.836,0.17,0.648,0.182,Negativo
3448,3,0,3,0,1,heilsidious ass oreos and his name is thad castle,-0.5423,0.0,0.304,0.696,Negativo
20785,3,1,2,0,1,rt im steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay sad,-0.836,0.0,0.357,0.643,Negativo
16372,3,0,0,3,2,rt kiaranicolex joaries kashwingatelfc chanchanox babes we buy brazilian and peruvian not bengali,0.0,0.0,0.0,1.0,Neutro
5259,3,0,3,0,1,wbeezy call out bitch,-0.5859,0.0,0.559,0.441,Negativo
12799,3,0,1,2,2,lmao rt the in soles in reebok classics cant even handle the diabetic weight rick ross holds,0.5994,0.196,0.0,0.804,Positivo
3473,3,0,3,0,1,honchopikasoe im tryna have this bitch in out soon,-0.6705,0.0,0.36,0.64,Negativo
23175,3,0,3,0,1,when girls say like ohh im so ugly like bitch you aint fishing for compliments youre like deep sea diving fuck,-0.8054,0.245,0.392,0.362,Negativo
1487,3,0,3,0,1,if shes sending you nudes on snap chats but your not one of the guys on her favorites she a,0.5719,0.171,0.0,0.829,Positivo
10365,3,0,3,0,1,i can be a bitch and im fine with,-0.4588,0.17,0.358,0.472,Negativo
19207,3,0,3,0,1,rt consprcycarrot blow shit up and get fatter white trash love this holiday,0.5754,0.35,0.172,0.478,Positivo
25158,3,0,0,3,2,we dem birds,0.0,0.0,0.0,1.0,Neutro
23068,3,1,2,0,1,what a sniveling little cunt i would be embarrassed for him but i cant stand the guy joederosacomedy thecumiashow,-0.4026,0.0,0.209,0.791,Negativo
9820,3,0,0,3,2,gotta love the undignified sprint across the yellow light to transfer buses because the first one was dawdling,0.6369,0.198,0.0,0.802,Positivo
6729,3,0,3,0,1,,0.0,0.0,0.0,0.0,Neutro
24252,3,1,2,0,1,dis morgan hoe in da middle of erything,0.0,0.0,0.0,1.0,Neutro
25187,3,0,3,0,1,when the dude shoots his jiz in the bitches eye in silence of the lambs,-0.5994,0.0,0.218,0.782,Negativo
18958,3,0,3,0,1,rt almostkanye nights like this i wish ride low in the chevy hit the switch in the city burning killa with a bitch,-0.0708,0.197,0.207,0.596,Negativo
10985,3,0,3,0,1,i love bad bitches thats my fuckin problem forreal real shit i cant even help it,-0.8947,0.149,0.567,0.284,Negativo
8753,3,0,1,2,2,confusing circumstances seem to get in the way of your high ho more for virgo,-0.2263,0.0,0.119,0.881,Negativo
4433,3,2,1,0,0,nyjusdntgaf just like a nig to come home when ever they want,0.4215,0.297,0.0,0.703,Positivo
16455,3,0,3,0,1,rt kvngmelly when yall got the same baby mama and realize that bitch is the real enemy,-0.8074,0.0,0.327,0.673,Negativo
11325,3,0,3,0,1,i was a made nicca when i was a young nicca,0.0,0.0,0.0,1.0,Neutro
9554,3,0,3,0,1,fuck what you think i think them bitches produced the fuck outta some shit telling you i still rock out to the vast majority of no skits,-0.9493,0.0,0.455,0.545,Negativo
7649,3,0,0,3,2,a homeless dog living in a trash pile gets rescued and then does something amazing please share via youtube,0.8779,0.461,0.0,0.539,Positivo
12993,3,0,3,0,1,loveem and hate em big booty,-0.5719,0.0,0.425,0.575,Negativo
22364,3,0,3,0,1,thick bitch on here tried to front on me earlier,-0.5859,0.0,0.297,0.703,Negativo
15366,3,0,0,3,2,rt djchubbeswagg faints rt desusnice she has no idea how many of her resumes went straight to the trash,-0.0772,0.09,0.104,0.806,Negativo
9707,3,0,3,0,1,give us our credit bitch we went out there amp took that w,-0.296,0.159,0.232,0.61,Negativo
18786,3,2,1,0,0,rt jr smh nigga is mildly retarded rt thotcho lmfao rt justdoj if griff injuries legit be,-0.3612,0.149,0.255,0.596,Negativo
22756,3,0,1,2,2,tuna is good the rest trash rt ayeofool cans of spam rt msbtxo most struggle food has to be any meat in a can tuna included,-0.2944,0.097,0.17,0.734,Negativo
2299,3,3,0,0,0,old hoes a ponk and a dyke outchea having girl talk,0.0,0.0,0.0,1.0,Neutro
2354,3,0,0,3,2,jesus genesis out of the ground the lord god formed every beast of the field and every bird of the sky initiating,0.2732,0.091,0.0,0.909,Positivo
20880,3,1,2,0,1,rt zluketheduke tonyjrodriguez just a bunch of rednecks hammered for three straight days,0.2263,0.147,0.0,0.853,Positivo
9994,3,0,3,0,1,he got hoes for sell shop with him lmfao trekgang,0.5423,0.28,0.0,0.72,Positivo
20974,3,1,2,0,1,riding in that ooo bitch its nasty,-0.8126,0.0,0.597,0.403,Negativo
1111,3,0,0,3,2,truth about any distance for all you love birds out there,0.7579,0.419,0.0,0.581,Positivo
3099,3,0,3,0,1,dietcarmel jlewyville idgaf man fuck them hoes they nice to look at but they aint for me,-0.09,0.099,0.117,0.783,Negativo
19720,3,1,2,0,1,rt itscoleharmon you bitches with a cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies,-0.4588,0.163,0.247,0.59,Negativo
16498,3,0,3,0,1,rt lavintagetribe getting all these checks like nike im icy and yo bitch like me dice soho,0.0516,0.219,0.167,0.614,Positivo
19242,3,0,3,0,1,rt dahliafoxx sick of bitches bitching about other bitches,-0.9217,0.0,0.725,0.275,Negativo
5468,3,0,3,0,1,iamquinichole its a song ion kno y he referred to his future wife as a bitch,-0.5859,0.0,0.241,0.759,Negativo
317,3,2,1,0,0,ashlingwilde itsnotadam is bored supposed to be cute you faggot sometimes,-0.5423,0.171,0.371,0.457,Negativo
20779,3,0,0,3,2,rt wleerpcv my chinese social media feed is in total hysteria over the onset of bird flu amp recent dead pigs in the river in shang,-0.8689,0.0,0.299,0.701,Negativo
7059,3,0,3,0,1,hey i guess yall forgot im in this bitch too lol,-0.4019,0.183,0.294,0.523,Negativo
21696,3,0,1,2,2,surrender of divinity conquerors of the apocalypse via youtube gtoriental black metal hell,-0.2263,0.192,0.238,0.57,Negativo
4344,3,0,3,0,1,notjohnross try being respectful instead of acting like a fucking retard,0.204,0.34,0.228,0.432,Positivo
4423,3,1,2,0,1,fucking stupid crackers,-0.5709,0.0,0.649,0.351,Negativo
13321,3,0,3,0,1,my brother thincc im playing he keep putting the ac on fuccing wit me ill break it amp we will all be in this bitch burning uuuup,-0.7579,0.054,0.221,0.725,Negativo
15784,3,0,3,0,1,rt hgshit on my mama yous a hoe omm yous a bitch omm if you get in a jam i bet you snitch omm,-0.5859,0.0,0.167,0.833,Negativo
18499,3,0,3,0,1,rt worldstarbests resisting the urge to smack a bitch,-0.5859,0.0,0.352,0.648,Negativo
14012,3,1,2,0,1,only hoes cheat,-0.4588,0.0,0.6,0.4,Negativo
20284,3,1,2,0,1,rt pipethefckdown people who focus on skin tones for dating someone are fucking retarded and brainwashed,-0.6115,0.0,0.21,0.79,Negativo
13806,3,0,0,3,2,now im gook boy shawty,0.0,0.0,0.0,1.0,Neutro
8975,3,0,3,0,1,didnt know alberta had brampton bitches flourish,-0.5994,0.0,0.394,0.606,Negativo
17533,3,0,3,0,1,rt rudecomedian some bitches be like im far from ugly naw hoe youre closer than you think,-0.6908,0.105,0.304,0.591,Negativo
3368,3,1,2,0,1,goldeelocx lmao real shit though them bitches be dumb as fuck smh,-0.9136,0.147,0.626,0.226,Negativo
1719,3,0,3,0,1,thompsonera ahhh you know who so smart donny but yes rt im glad you speak your mind to these hoes,0.8688,0.366,0.0,0.634,Positivo
11416,3,3,0,0,0,i would like to apologize to anyone i have called fat stupid gay nigger jew or retarded i am truly sorry jk just trollingfags,-0.7184,0.253,0.369,0.378,Negativo
9740,3,1,2,0,1,goligoski must bleed he should also leave via ambulance i guess sill is the closest thing they have at a mcgrath hit that bitch,-0.6124,0.0,0.2,0.8,Negativo
15894,3,1,2,0,1,rt hornyfacts your opinion is irrelevant because you are a cunt,-0.4939,0.0,0.262,0.738,Negativo
7091,3,0,1,2,2,rbigwood when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips,-0.5859,0.093,0.235,0.672,Negativo
11975,3,0,2,1,1,if you want it come and buy it aint no mufuckin fronting nowadays niccas playing games about a few hunned fenkellpayroll loud,0.4567,0.217,0.0,0.783,Positivo
17180,3,0,1,2,2,rt ohsodestinee that ouija movie look like its really good,0.6901,0.416,0.0,0.584,Positivo
21563,3,2,1,0,0,sorry fo da rant it make me mad and ashamed to be colored i wish i be white so yall would like me,-0.5478,0.179,0.328,0.492,Negativo
5508,3,0,0,3,2,sparklelikezen saves you a brownie,0.0,0.0,0.0,1.0,Neutro
15502,3,0,3,0,1,rt flhippie if a guy ever called me names such as bitch slut blah blah id never ever think twice about being with him like fuck you,-0.886,0.069,0.382,0.549,Negativo
5047,3,0,3,0,1,thattallcashier lol youre retarded,-0.2263,0.329,0.435,0.235,Negativo
14294,3,0,3,0,1,put ya hands up if you a grade a bitch,-0.5859,0.0,0.352,0.648,Negativo
21305,3,0,3,0,1,since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,-0.7579,0.128,0.325,0.547,Negativo
3191,3,3,0,0,0,eleycomeeleygo movies dont matter as long as you do coon shit with coons youre a nigga,-0.5682,0.0,0.264,0.736,Negativo
14157,3,0,3,0,1,phone disconnected like a hoe thank god for shmediums hot spot lol,0.836,0.586,0.0,0.414,Positivo
1227,3,0,0,3,2,and thats why mock drafts are a joke my,-0.1531,0.2,0.255,0.545,Negativo
16650,3,1,2,0,1,rt louievree this bitch feet been through years of slavery,-0.8834,0.0,0.538,0.462,Negativo
16109,3,0,1,2,2,rt we dont luv deez,0.0,0.0,0.0,1.0,Neutro
19328,3,0,0,3,2,rt donthypeme any favorites off yellow album of,0.4215,0.286,0.0,0.714,Positivo
6213,3,2,1,0,0,gonzalezsassy ur not sassy white trash change ur username,0.0,0.0,0.0,1.0,Neutro
21725,3,2,1,0,0,trust me when i say that jesuschrist would be killing faggots if he came back to life in todays day and agegt spartacus rome,-0.743,0.103,0.27,0.627,Negativo
4247,3,2,1,0,0,mimistheone stop trolling me u creepy ass cracker,-0.6908,0.0,0.533,0.467,Negativo
9699,3,0,3,0,1,girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,-0.5423,0.0,0.115,0.885,Negativo
20988,3,0,3,0,1,ronny kamm is a pussy,0.0,0.0,0.0,1.0,Neutro
6170,3,0,3,0,1,garrettwinker bitch i wasnt following u in the first place get the fuck off my tl,-0.8074,0.0,0.378,0.622,Negativo
4884,3,2,1,0,0,starkfreeordie i fuckin want outgt im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad stategt cali,-0.9601,0.043,0.622,0.334,Negativo
2197,3,1,2,0,1,loud jamaican horns rt kinghorsedick then why u still single rt greekoddess yall find the ugliest hoes attractive,-0.2263,0.134,0.175,0.691,Negativo
23272,3,1,2,0,1,which one of you hoes then downloaded that jailmail app,0.0,0.0,0.0,1.0,Neutro
4862,3,1,2,0,1,softestmuffin torahblaze billy goat hillbillies you sucking amp fucking you disgraceful brazzen faced unabashed pig,0.0,0.0,0.0,1.0,Neutro
19043,3,0,2,1,1,rt bayleebork rahshauna keep your avi hoe,0.0,0.0,0.0,1.0,Neutro
21167,3,1,2,0,1,she burned that bitch,-0.5859,0.0,0.559,0.441,Negativo
14999,3,0,3,0,1,rt charlesbwaffle bitches be in internet relationships tho like yous a lonely hoe,-0.5994,0.14,0.358,0.503,Negativo
6090,3,0,0,3,2,elisepalmer im assuming mickey bubbles,0.0,0.0,0.0,1.0,Neutro
15947,3,1,2,0,1,rt ihateva niggas be on here with these captain obvious ass tweets about how to treat women and these lonely low self esteem hoes be,-0.7783,0.081,0.316,0.602,Negativo
2771,3,0,3,0,1,post the bid where you tell that nig to use the jab,0.0,0.0,0.0,1.0,Neutro
8223,6,1,5,0,1,benzino is a bitch point blank period,-0.5859,0.0,0.432,0.568,Negativo
12959,3,0,3,0,1,look at yall bitches only hmu when ya wifi on bitches,-0.8316,0.0,0.464,0.536,Negativo
16099,3,0,3,0,1,rt jadelovescats cuddle with me and tell me im beautiful im a needy bitch,-0.3182,0.194,0.308,0.498,Negativo
10794,3,2,1,0,0,i hate when people tell me i have to many tattoos and they make me look ugly like bitch fuck you,-0.9153,0.081,0.464,0.455,Negativo
7818,3,0,2,1,1,all of a sudden craving the hell out of oreo cookies,-0.6808,0.0,0.338,0.662,Negativo
6573,3,0,3,0,1,hey that guy has the same first name that i do what a fag,-0.4767,0.0,0.22,0.78,Negativo
15171,3,0,3,0,1,rt cuhcuhcuh idk why skinny bitches think they got ass cuh,-0.8316,0.0,0.524,0.476,Negativo
19448,6,0,6,0,1,rt funnyorfact if i was stranded on an island and could only bring one thing i would bring dora that bitch has everything in that fu,-0.8591,0.0,0.279,0.721,Negativo
8761,3,0,3,0,1,coons rt yslron these hoes love putting spaghetti and salad on the same fucking platesmh,0.6369,0.231,0.0,0.769,Positivo
10705,3,1,2,0,1,i hate a hacked at ass hoe,-0.872,0.0,0.832,0.168,Negativo
4475,3,0,3,0,1,duckydynamo trethreat its a band negro,0.0,0.0,0.0,1.0,Neutro
12735,3,0,3,0,1,like bitch y u aint do that in the first place,-0.3182,0.188,0.286,0.526,Negativo
6905,3,1,2,0,1,hell yeaim surrounded by hillbillys an real ass rednecks,-0.8442,0.0,0.536,0.464,Negativo
17079,3,0,3,0,1,rt nooworrriess girls who vapegtgt only faggots say some pussy shit like that i swear,-0.7579,0.116,0.419,0.465,Negativo
24498,3,0,3,0,1,i ran out rt sadonnarae this hoe just texted me asking to borrow a roll of tissue until tomorrow,0.0,0.0,0.0,1.0,Neutro
21458,3,0,3,0,1,sock the pussy like im vegeta,0.3612,0.333,0.0,0.667,Positivo
15959,3,0,3,0,1,rt iamtysonbettis when u love her none of them hoes matter,0.6486,0.398,0.0,0.602,Positivo
18470,3,0,3,0,1,rt whoapollo wcw goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute,0.0772,0.242,0.207,0.551,Positivo
21699,3,1,2,0,1,swag fags who gags lml nd yall niggaz wanna ce swagged up foh im gxxd ill stay gd up,-0.4215,0.0,0.135,0.865,Negativo
2978,3,0,3,0,1,crowefashow cause of the loads of pussy you get right,0.0,0.0,0.0,1.0,Neutro
8740,3,0,3,0,1,come get this catfish pussy,0.0,0.0,0.0,1.0,Neutro
5935,3,0,2,1,1,creepgoddess oh he still talking to other bitches i bet none of my biz tho,-0.5994,0.0,0.231,0.769,Negativo
23445,3,0,3,0,1,women cant do something called live lifeapparently thats being a hoe,0.0,0.0,0.0,1.0,Neutro
12933,3,0,2,1,1,lol they tricking niccas left n right,0.4404,0.494,0.0,0.506,Positivo
21338,3,0,3,0,1,sloppy ignorance in all my pockets come her lil bitch i want sloppy toppy,-0.7184,0.074,0.358,0.568,Negativo
19671,6,0,6,0,1,rt iluvdrugz if a bitch dont act crazy over you she dont really want you,-0.4944,0.111,0.287,0.602,Negativo
529,3,1,2,0,1,like correct me if im wrong but doesnt pimpin involve smackin bitches for money,-0.7684,0.087,0.367,0.546,Negativo
4883,3,1,0,2,2,starbuckssanae are you sure about that slant theyre plagiarists and you have no idea who i am,0.0258,0.124,0.119,0.757,Neutro
12221,3,0,0,3,2,its karaoke night baby hi ho hi ho its off to sing i go with a voice that sounds like sandpaper hi ho hi ho,0.3612,0.102,0.0,0.898,Positivo
7227,3,1,2,0,1,shut ur faggot ass up you thirsty pussy,-0.836,0.0,0.568,0.432,Negativo
21475,3,0,3,0,1,some bitches truly aint shit,0.2321,0.497,0.333,0.171,Positivo
1564,3,0,3,0,1,what if pussy treated condoms like cars treat seatbelts and kept beeping until u put it,0.6369,0.286,0.0,0.714,Positivo
20073,3,0,3,0,1,rt marvelmaliks you little stupid ass bitch i aint fucking with you,-0.871,0.0,0.552,0.448,Negativo
2790,3,3,0,0,0,charlesbarrkley hey sir house nigger uncle tom arent you from grand ole mississippi i rest my case,-0.777,0.0,0.326,0.674,Negativo
7466,3,0,3,0,1,vinyldanyl bleedinglsd hes a lyin ass bitch lmao,-0.5267,0.257,0.48,0.263,Negativo
1513,3,0,3,0,1,i heard thigh gaps is a way of telling if a bitch pussy is what,-0.5859,0.0,0.257,0.743,Negativo
14653,3,0,0,3,2,rt baseballphotos a year old girl once struck out babe ruth and lou gehrig back to back and was banned from baseball for it yankees,-0.6124,0.0,0.185,0.815,Negativo
12050,3,0,3,0,1,im smoking good n my bitch conceited jayreidofficial,-0.2263,0.248,0.325,0.427,Negativo
14617,3,0,3,0,1,rt loyalty now lets get this money i got uu got me no hoes just us,0.3182,0.187,0.118,0.695,Positivo
21321,3,0,3,0,1,sitting up here next to the neighborhood crazy bitch amp she keeps randomly busting out laughing,-0.4588,0.143,0.277,0.58,Negativo
14828,3,0,1,2,2,rt briannalovesa im so sick head colds suuuck and on top of that justusabbott had to challange me to a beer chug,-0.5332,0.072,0.169,0.759,Negativo
16050,3,0,3,0,1,rt itskingwalt bruh dont do this rt females swear their best friend is the baddest bitch in the,0.5267,0.28,0.189,0.53,Positivo
10230,3,0,3,0,1,hunnit hoes in the house amp they all fckn watch dog ass kb ball again ion see a bih cause they broke as hell places ain goin broke or jail,-0.9287,0.0,0.354,0.646,Negativo
6832,6,1,2,3,2,mayarsharkawi fake pics get off my tl u r dismissed muzzie jewjitsugrl,-0.4767,0.0,0.256,0.744,Negativo
24732,3,0,3,0,1,my dads a fuckin dick bitch i made your ass supper youre not allowed to come home mad,-0.93,0.0,0.535,0.465,Negativo
2820,3,0,3,0,1,callneeshcakey bitch i know stfu,-0.5859,0.0,0.559,0.441,Negativo
22317,3,0,3,0,1,these smoking commercials be blowing me like bitch its yo fault yo child was premature shouldnt have been smoking while you was pregnant,-0.6124,0.086,0.224,0.69,Negativo
12265,3,0,3,0,1,its not pears bitch its pear,0.4717,0.381,0.0,0.619,Positivo
6587,3,1,2,0,1,kiefferjason nathanndevlin bitch how tf am dumb your going off what someone else told you so u can shut that shit up,-0.8934,0.0,0.373,0.627,Negativo
7094,3,1,2,0,1,realdonaldtrump call him a pussy as he should,0.0,0.0,0.0,1.0,Neutro
15478,3,2,1,0,0,rt erikcochrane tonydecola my nig,0.0,0.0,0.0,1.0,Neutro
8262,3,0,3,0,1,bitch im not about to eat ya pussy all day longi got a life,-0.5859,0.0,0.241,0.759,Negativo
13056,3,1,2,0,1,man stop acting like faggots and go for the win,-0.0258,0.337,0.342,0.321,Neutro
19702,3,0,3,0,1,rt rihanna is currently dropping bombs on you bitches,-0.5994,0.0,0.328,0.672,Negativo
16396,3,1,2,0,1,rt kingcedd hit the bitch nd forget the bitch but i left my kids on her fuckin face,-0.6428,0.0,0.309,0.691,Negativo
17019,3,0,0,3,2,rt niallofficial absolutely perfect day in london suns out gona be a cracker at wembley tonight yeaaaaahhhh,0.6115,0.21,0.0,0.79,Positivo
15145,3,0,3,0,1,rt craziestsex hoes these days be like,0.3612,0.294,0.0,0.706,Positivo
25139,6,0,6,0,1,u stupid bitch,-0.802,0.0,1.0,0.0,Negativo
23011,3,0,3,0,1,we so deep in this bitch we might drown,-0.8481,0.0,0.539,0.461,Negativo
691,3,0,2,1,1,hungrier then a phat ho on a diet ig,0.0,0.0,0.0,1.0,Neutro
16446,6,0,6,0,1,rt krislisisms grow up bitch,-0.5859,0.0,0.487,0.513,Negativo
5551,3,0,3,0,1,cblaze sorry i eat pussy,-0.0772,0.0,0.302,0.698,Negativo
2778,3,0,0,3,2,bywatergal yankees empirestatebldg that game winning hit in thursday capped a great career the guy is a ballot hof or else,0.8176,0.306,0.0,0.694,Positivo
1696,3,0,3,0,1,like why tf is this bitch following me,-0.4588,0.192,0.346,0.462,Negativo
10026,3,0,3,0,1,headed straight to the top bitch,-0.2732,0.352,0.362,0.286,Negativo
6746,3,1,2,0,1,letsdancemofos haha ive swatted that little bitch around all night starting to feel a bit sorry for him seriously,-0.3626,0.128,0.277,0.596,Negativo
